FireIncidentAddress,FireIncidentAlarmDateTime,FireIncidentApparatusApparatus,FireIncidentApparatusClearTime,FireIncidentApparatusDispatchTime,FireIncidentApparatusEnrouteTime,FireIncidentArrivalDateTime,FireIncidentIncidentType,FireIncidentShift,FireIncidentStation,
3803 13 AVE S,02/17/2017 16:36:12,BATT2,02/17/2017 17:29:57,02/17/2017 16:37:21,02/17/2017 16:37:58,02/17/2017 16:38:34,Dumpster or other outside trash,C Shift,Fargo Station 5,
3803 13 AVE S,02/17/2017 16:36:12,TRUCK1,02/17/2017 17:28:15,02/17/2017 16:37:21,02/17/2017 16:38:21,02/17/2017 16:38:34,Dumpster or other outside trash,C Shift,Fargo Station 5,
3803 13 AVE S,02/17/2017 16:36:12,807,02/17/2017 17:28:31,02/17/2017 16:37:21,02/17/2017 16:37:42,02/17/2017 16:38:34,Dumpster or other outside trash,C Shift,Fargo Station 5,
3803 13 AVE S,02/17/2017 16:36:12,805,02/17/2017 17:31:11,02/17/2017 16:36:37,02/17/2017 16:37:18,02/17/2017 16:38:34,Dumpster or other outside trash,C Shift,Fargo Station 5,
3803 13 AVE S,02/17/2017 16:36:12,804,02/17/2017 16:55:50,02/17/2017 16:37:21,02/17/2017 16:38:13,02/17/2017 16:38:34,Dumpster or other outside trash,C Shift,Fargo Station 5,
3803 13 AVE S,02/17/2017 16:36:12,801,02/17/2017 16:59:48,02/17/2017 16:37:21,02/17/2017 16:37:48,02/17/2017 16:38:34,Dumpster or other outside trash,C Shift,Fargo Station 5,
3313 FIECHTNER DR S,02/17/2017 16:53:52,BATT1,02/17/2017 17:08:24,02/17/2017 16:56:16,02/17/2017 16:57:24,02/17/2017 16:59:23,"Smoke scare, odor of smoke",C Shift,Fargo Station 5,
3313 FIECHTNER DR S,02/17/2017 16:53:52,TRUCK2,02/17/2017 17:08:41,02/17/2017 16:56:16,02/17/2017 16:56:55,02/17/2017 16:59:23,"Smoke scare, odor of smoke",C Shift,Fargo Station 5,
3313 FIECHTNER DR S,02/17/2017 16:53:52,804,02/17/2017 17:13:53,02/17/2017 16:56:16,02/17/2017 16:56:30,02/17/2017 16:59:23,"Smoke scare, odor of smoke",C Shift,Fargo Station 5,
3313 FIECHTNER DR S,02/17/2017 16:53:52,803,02/17/2017 17:01:27,02/17/2017 16:56:16,02/17/2017 16:57:22,02/17/2017 16:59:23,"Smoke scare, odor of smoke",C Shift,Fargo Station 5,
3313 FIECHTNER DR S,02/17/2017 16:53:52,802,02/17/2017 17:08:22,02/17/2017 16:56:16,02/17/2017 16:57:09,02/17/2017 16:59:23,"Smoke scare, odor of smoke",C Shift,Fargo Station 5,
3313 FIECHTNER DR S,02/17/2017 16:53:52,801,02/17/2017 17:08:17,02/17/2017 17:01:08,02/17/2017 17:01:25,02/17/2017 16:59:23,"Smoke scare, odor of smoke",C Shift,Fargo Station 5,
414 11 ST N,02/17/2017 17:23:57,801,02/17/2017 17:36:25,02/17/2017 17:30:59,02/17/2017 17:31:22,02/17/2017 17:34:27,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
4255 30 AVE S,02/17/2017 19:05:03,807,02/17/2017 19:24:26,02/17/2017 19:07:28,02/17/2017 19:08:12,02/17/2017 19:12:01,"EMS call, excluding vehicle acci",C Shift,Fargo Station 7,
424 BROADWAY N,02/17/2017 19:42:21,801,02/17/2017 19:50:41,02/17/2017 19:43:30,02/17/2017 19:44:01,02/17/2017 19:46:09,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
1550 32 AVE S,02/17/2017 20:59:14,BATT2,02/17/2017 21:46:48,02/17/2017 21:00:47,02/17/2017 21:02:19,02/17/2017 21:04:30,"Smoke scare, odor of smoke",C Shift,Fargo Station 2,
1550 32 AVE S,02/17/2017 20:59:14,TRUCK2,02/17/2017 21:47:44,02/17/2017 21:00:47,02/17/2017 21:01:15,02/17/2017 21:04:30,"Smoke scare, odor of smoke",C Shift,Fargo Station 2,
1550 32 AVE S,02/17/2017 20:59:14,807,02/17/2017 21:23:45,02/17/2017 21:00:47,02/17/2017 21:01:55,02/17/2017 21:04:30,"Smoke scare, odor of smoke",C Shift,Fargo Station 2,
1550 32 AVE S,02/17/2017 20:59:14,804,02/17/2017 21:46:17,02/17/2017 21:00:47,02/17/2017 21:01:41,02/17/2017 21:04:30,"Smoke scare, odor of smoke",C Shift,Fargo Station 2,
1550 32 AVE S,02/17/2017 20:59:14,802,02/17/2017 21:47:05,02/17/2017 21:00:47,02/17/2017 21:01:51,02/17/2017 21:04:30,"Smoke scare, odor of smoke",C Shift,Fargo Station 2,
1550 32 AVE S,02/17/2017 20:59:14,801,02/17/2017 21:23:48,02/17/2017 21:00:47,02/17/2017 21:01:05,02/17/2017 21:04:30,"Smoke scare, odor of smoke",C Shift,Fargo Station 2,
301 10 ST N,02/17/2017 21:50:16,801,02/17/2017 21:58:49,02/17/2017 21:51:54,02/17/2017 21:52:18,02/17/2017 21:54:21,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
2502 33 AVE S,02/17/2017 23:26:42,BATT2,02/17/2017 23:32:21,02/17/2017 23:27:22,02/17/2017 23:29:05,02/17/2017 23:32:01,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2502 33 AVE S,02/17/2017 23:26:42,TRUCK2,02/17/2017 23:32:02,02/17/2017 23:27:22,02/17/2017 23:28:28,02/17/2017 23:32:01,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2502 33 AVE S,02/17/2017 23:26:42,807,02/17/2017 23:32:04,02/17/2017 23:27:22,02/17/2017 23:28:41,02/17/2017 23:32:01,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2502 33 AVE S,02/17/2017 23:26:42,805,02/17/2017 23:32:02,02/17/2017 23:27:22,02/17/2017 23:28:25,02/17/2017 23:32:01,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2502 33 AVE S,02/17/2017 23:26:42,804,02/17/2017 23:32:57,02/17/2017 23:27:22,02/17/2017 23:28:35,02/17/2017 23:32:01,"Alarm system activation, no fire",C Shift,Fargo Station 2,
2502 33 AVE S,02/17/2017 23:26:42,802,02/17/2017 23:34:30,02/17/2017 23:27:22,02/17/2017 23:28:15,02/17/2017 23:32:01,"Alarm system activation, no fire",C Shift,Fargo Station 2,
4760 SPENCER LN S,02/17/2017 23:38:24,807,02/17/2017 23:53:03,02/17/2017 23:39:09,02/17/2017 23:40:06,02/17/2017 23:43:02,"EMS call, excluding vehicle acci",C Shift,Fargo Station 7,
1312 16 1/2 ST S,02/18/2017 00:28:29,804,02/18/2017 00:55:05,02/18/2017 00:31:13,02/18/2017 00:32:31,02/18/2017 00:38:31,Police matter,C Shift,Fargo Station 4,
 45 ST S /  13 AVE S,02/18/2017 00:30:14,BATT2,02/18/2017 00:40:12,02/18/2017 00:32:24,02/18/2017 00:33:59,02/18/2017 00:38:47,Motor vehicle accident with inju,C Shift,Fargo Station 5,
 45 ST S /  13 AVE S,02/18/2017 00:30:14,TRUCK1,02/18/2017 00:40:05,02/18/2017 00:32:24,02/18/2017 00:33:39,02/18/2017 00:38:47,Motor vehicle accident with inju,C Shift,Fargo Station 5,
 45 ST S /  13 AVE S,02/18/2017 00:30:14,806,02/18/2017 00:40:07,02/18/2017 00:32:24,02/18/2017 00:33:33,02/18/2017 00:38:47,Motor vehicle accident with inju,C Shift,Fargo Station 5,
 45 ST S /  13 AVE S,02/18/2017 00:30:14,805,02/18/2017 00:47:30,02/18/2017 00:32:24,02/18/2017 00:33:25,02/18/2017 00:38:47,Motor vehicle accident with inju,C Shift,Fargo Station 5,
725 42 ST S,02/18/2017 01:38:37,805,02/18/2017 01:59:03,02/18/2017 01:40:00,02/18/2017 01:40:41,02/18/2017 01:49:42,Assist invalid,C Shift,Fargo Station 5,
633 1 AVE N,02/18/2017 01:40:34,801,02/18/2017 01:53:10,02/18/2017 01:47:15,02/18/2017 01:47:59,02/18/2017 01:49:49,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
1721 34 ST S,02/18/2017 01:57:16,805,02/18/2017 02:16:50,02/18/2017 01:59:42,02/18/2017 01:59:49,02/18/2017 02:03:32,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
1721 34 ST S,02/18/2017 01:57:16,802,02/18/2017 01:59:44,02/18/2017 01:58:33,,02/18/2017 02:03:32,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
201 UNIVERSITY DR S,02/18/2017 02:21:52,801,02/18/2017 02:41:19,02/18/2017 02:23:06,02/18/2017 02:23:46,02/18/2017 02:27:56,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
2204 6 AVE S,02/18/2017 05:36:12,804,02/18/2017 05:58:51,02/18/2017 05:37:21,02/18/2017 05:39:40,02/18/2017 05:42:23,"Medical assist, assist EMS crew",C Shift,Fargo Station 4,
1801 39 ST S,02/18/2017 07:15:02,805,02/18/2017 07:39:09,02/18/2017 07:15:45,02/18/2017 07:16:25,02/18/2017 07:21:05,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
5200 31 ST S,02/18/2017 07:39:04,BATT2,02/18/2017 07:47:34,02/18/2017 07:39:57,02/18/2017 07:42:34,02/18/2017 07:45:43,"Smoke detector activation, no fi",A Shift,Fargo Station 8,
5200 31 ST S,02/18/2017 07:39:04,TRUCK2,02/18/2017 07:48:11,02/18/2017 07:39:57,02/18/2017 07:40:31,02/18/2017 07:45:43,"Smoke detector activation, no fi",A Shift,Fargo Station 8,
5200 31 ST S,02/18/2017 07:39:04,807,02/18/2017 07:47:42,02/18/2017 07:39:57,02/18/2017 07:40:51,02/18/2017 07:45:43,"Smoke detector activation, no fi",A Shift,Fargo Station 8,
5200 31 ST S,02/18/2017 07:39:04,805,02/18/2017 07:48:13,02/18/2017 07:39:57,02/18/2017 07:40:51,02/18/2017 07:45:43,"Smoke detector activation, no fi",A Shift,Fargo Station 8,
5200 31 ST S,02/18/2017 07:39:04,804,02/18/2017 07:47:48,02/18/2017 07:39:57,02/18/2017 07:40:34,02/18/2017 07:45:43,"Smoke detector activation, no fi",A Shift,Fargo Station 8,
5200 31 ST S,02/18/2017 07:39:04,802,02/18/2017 07:54:32,02/18/2017 07:39:57,02/18/2017 07:40:41,02/18/2017 07:45:43,"Smoke detector activation, no fi",A Shift,Fargo Station 8,
1201 2 AVE N,02/18/2017 07:43:33,801,02/18/2017 08:03:58,02/18/2017 07:44:18,02/18/2017 07:45:06,02/18/2017 07:47:11,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
720 6 AVE N,02/18/2017 08:02:08,804,02/18/2017 08:04:05,02/18/2017 08:03:20,,02/18/2017 08:06:26,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
720 6 AVE N,02/18/2017 08:02:08,801,02/18/2017 08:17:12,02/18/2017 08:04:02,02/18/2017 08:04:08,02/18/2017 08:06:26,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
1717 40 AVE S,02/18/2017 08:18:39,802,02/18/2017 08:29:47,02/18/2017 08:20:06,02/18/2017 08:20:57,02/18/2017 08:24:03,"EMS call, excluding vehicle acci",A Shift,Fargo Station 2,
1109 UNIVERSITY DR S,02/18/2017 08:27:02,801,02/18/2017 08:48:16,02/18/2017 08:28:21,02/18/2017 08:29:09,02/18/2017 08:33:32,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
3223 13 AVE S,02/18/2017 08:33:57,805,02/18/2017 08:56:33,02/18/2017 08:35:22,02/18/2017 08:36:15,02/18/2017 08:39:08,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
7150 25 ST S,02/18/2017 09:14:39,807,02/18/2017 09:53:07,02/18/2017 09:16:19,02/18/2017 09:16:48,02/18/2017 09:26:12,"EMS call, excluding vehicle acci",A Shift,Fargo Station 8,
3506 44 AVE S,02/18/2017 11:41:29,807,02/18/2017 12:14:08,02/18/2017 11:42:56,02/18/2017 11:43:37,02/18/2017 11:47:28,"EMS call, excluding vehicle acci",A Shift,Fargo Station 8,
4920 SPENCER LN S,02/18/2017 12:25:18,807,02/18/2017 12:43:20,02/18/2017 12:27:29,02/18/2017 12:27:54,02/18/2017 12:31:18,"EMS call, excluding vehicle acci",A Shift,Fargo Station 7,
3520 42 ST S,02/18/2017 13:50:49,BATT2,02/18/2017 14:00:45,02/18/2017 13:51:54,02/18/2017 13:53:01,02/18/2017 13:55:57,"Malicious, mischievous false cal",A Shift,Fargo Station 7,
3520 42 ST S,02/18/2017 13:50:49,TRUCK2,02/18/2017 14:00:50,02/18/2017 13:51:54,02/18/2017 13:53:09,02/18/2017 13:55:57,"Malicious, mischievous false cal",A Shift,Fargo Station 7,
3520 42 ST S,02/18/2017 13:50:49,807,02/18/2017 14:04:46,02/18/2017 13:51:54,02/18/2017 13:52:52,02/18/2017 13:55:57,"Malicious, mischievous false cal",A Shift,Fargo Station 7,
3520 42 ST S,02/18/2017 13:50:49,805,02/18/2017 14:00:45,02/18/2017 13:51:54,02/18/2017 13:52:16,02/18/2017 13:55:57,"Malicious, mischievous false cal",A Shift,Fargo Station 7,
3520 42 ST S,02/18/2017 13:50:49,804,02/18/2017 14:00:44,02/18/2017 13:51:54,02/18/2017 13:52:45,02/18/2017 13:55:57,"Malicious, mischievous false cal",A Shift,Fargo Station 7,
3520 42 ST S,02/18/2017 13:50:49,802,02/18/2017 14:00:41,02/18/2017 13:51:54,02/18/2017 13:53:01,02/18/2017 13:55:57,"Malicious, mischievous false cal",A Shift,Fargo Station 7,
1201 42 ST S,02/18/2017 14:01:52,805,02/18/2017 14:08:50,02/18/2017 14:02:22,02/18/2017 14:02:34,02/18/2017 14:03:10,"Accident, potential accident, ot",A Shift,Fargo Station 5,
1507 19 AVE N,02/18/2017 14:04:26,803,02/18/2017 14:13:22,02/18/2017 14:05:23,02/18/2017 14:06:12,02/18/2017 14:08:06,"Malicious, mischievous false cal",A Shift,Fargo Station 3,
 44 AVE S /  CLOCK TOWER LN S,02/18/2017 14:38:28,807,02/18/2017 14:52:16,02/18/2017 14:40:33,02/18/2017 14:41:09,02/18/2017 14:43:23,"Vehicle accident, general cleanu",A Shift,Fargo Station 7,
4200 13 AVE S,02/18/2017 15:04:02,BATT2,02/18/2017 15:11:34,02/18/2017 15:06:57,02/18/2017 15:08:14,02/18/2017 15:10:13,Motor vehicle accident with no i,A Shift,Fargo Station 5,
4200 13 AVE S,02/18/2017 15:04:02,TRUCK1,02/18/2017 15:11:23,02/18/2017 15:06:57,02/18/2017 15:07:36,02/18/2017 15:10:13,Motor vehicle accident with no i,A Shift,Fargo Station 5,
4200 13 AVE S,02/18/2017 15:04:02,805,02/18/2017 15:14:55,02/18/2017 15:06:57,02/18/2017 15:07:47,02/18/2017 15:10:13,Motor vehicle accident with no i,A Shift,Fargo Station 5,
4200 13 AVE S,02/18/2017 15:04:02,804,02/18/2017 15:11:24,02/18/2017 15:06:57,02/18/2017 15:07:46,02/18/2017 15:10:13,Motor vehicle accident with no i,A Shift,Fargo Station 5,
 32 AVE S /  36 ST S,02/18/2017 15:04:29,802,02/18/2017 15:34:24,02/18/2017 15:07:39,02/18/2017 15:08:17,02/18/2017 15:11:00,"Vehicle accident, general cleanu",A Shift,Fargo Station 2,
1001 9 AVE S,02/18/2017 15:16:43,801,02/18/2017 15:37:26,02/18/2017 15:18:25,02/18/2017 15:19:08,02/18/2017 15:22:53,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
2928 7 ST N,02/18/2017 15:52:43,803,02/18/2017 16:13:09,02/18/2017 15:53:18,02/18/2017 15:54:08,,"EMS call, excluding vehicle acci",A Shift,Fargo Station 3,
4420 37 AVE S,02/18/2017 17:12:58,807,02/18/2017 17:33:43,02/18/2017 17:14:36,02/18/2017 17:15:20,02/18/2017 17:18:16,"EMS call, excluding vehicle acci",A Shift,Fargo Station 7,
1511 27 AVE S,02/18/2017 18:21:02,BATT2,02/18/2017 18:30:08,02/18/2017 18:22:23,02/18/2017 18:22:43,02/18/2017 18:26:14,Alarm system sounded due to malf,A Shift,Fargo Station 2,
1511 27 AVE S,02/18/2017 18:21:02,TRUCK2,02/18/2017 18:29:47,02/18/2017 18:22:23,02/18/2017 18:23:17,02/18/2017 18:26:14,Alarm system sounded due to malf,A Shift,Fargo Station 2,
1511 27 AVE S,02/18/2017 18:21:02,805,02/18/2017 18:29:53,02/18/2017 18:22:23,02/18/2017 18:23:18,02/18/2017 18:26:14,Alarm system sounded due to malf,A Shift,Fargo Station 2,
1511 27 AVE S,02/18/2017 18:21:02,804,02/18/2017 18:29:48,02/18/2017 18:22:23,02/18/2017 18:23:12,02/18/2017 18:26:14,Alarm system sounded due to malf,A Shift,Fargo Station 2,
1511 27 AVE S,02/18/2017 18:21:02,802,02/18/2017 18:34:00,02/18/2017 18:22:23,02/18/2017 18:23:21,02/18/2017 18:26:14,Alarm system sounded due to malf,A Shift,Fargo Station 2,
1511 27 AVE S,02/18/2017 18:21:02,801,02/18/2017 18:29:47,02/18/2017 18:22:23,02/18/2017 18:23:06,02/18/2017 18:26:14,Alarm system sounded due to malf,A Shift,Fargo Station 2,
414 11 ST N,02/18/2017 18:45:32,801,02/18/2017 18:50:17,02/18/2017 18:46:42,02/18/2017 18:47:37,,Emergency Medical cancelled en r,A Shift,Fargo Station 1,
4340 47 ST S,02/18/2017 19:33:39,BATT2,02/18/2017 19:39:16,02/18/2017 19:35:12,02/18/2017 19:36:33,02/18/2017 19:38:12,No incident found on arrival at,A Shift,Fargo Station 7,
4340 47 ST S,02/18/2017 19:33:39,TRUCK2,02/18/2017 19:39:11,02/18/2017 19:35:12,02/18/2017 19:36:18,02/18/2017 19:38:12,No incident found on arrival at,A Shift,Fargo Station 7,
4340 47 ST S,02/18/2017 19:33:39,807,02/18/2017 19:40:54,02/18/2017 19:35:12,02/18/2017 19:35:31,02/18/2017 19:38:12,No incident found on arrival at,A Shift,Fargo Station 7,
4340 47 ST S,02/18/2017 19:33:39,806,02/18/2017 19:39:13,02/18/2017 19:35:12,02/18/2017 19:36:14,02/18/2017 19:38:12,No incident found on arrival at,A Shift,Fargo Station 7,
4340 47 ST S,02/18/2017 19:33:39,805,02/18/2017 19:39:24,02/18/2017 19:35:12,02/18/2017 19:36:06,02/18/2017 19:38:12,No incident found on arrival at,A Shift,Fargo Station 7,
4340 47 ST S,02/18/2017 19:33:39,802,02/18/2017 19:39:09,02/18/2017 19:35:12,02/18/2017 19:36:03,02/18/2017 19:38:12,No incident found on arrival at,A Shift,Fargo Station 7,
4215 13 AVE S,02/18/2017 20:00:28,805,02/18/2017 20:15:11,02/18/2017 20:01:30,02/18/2017 20:02:16,02/18/2017 20:04:04,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
3803 13 AVE S,02/18/2017 21:06:13,805,02/18/2017 21:27:07,02/18/2017 21:06:48,02/18/2017 21:07:32,02/18/2017 21:08:50,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
301 BROADWAY N,02/18/2017 21:06:14,801,02/18/2017 21:15:11,02/18/2017 21:07:12,02/18/2017 21:08:10,02/18/2017 21:09:55,Police matter,A Shift,Fargo Station 1,
906 COLLEGE ST N,02/18/2017 21:44:00,801,02/18/2017 22:10:55,02/18/2017 21:45:01,02/18/2017 21:45:54,02/18/2017 21:50:19,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
26 ROBERTS ST N,02/18/2017 22:18:03,801,02/18/2017 22:25:20,02/18/2017 22:18:43,02/18/2017 22:18:45,02/18/2017 22:18:46,Police matter,A Shift,Fargo Station 1,
4021 19 AVE S,02/18/2017 22:30:24,805,02/18/2017 23:09:51,02/18/2017 22:31:34,02/18/2017 22:32:20,02/18/2017 22:35:35,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
4410 9 AVE S,02/18/2017 22:52:00,806,02/18/2017 23:03:51,02/18/2017 22:53:38,02/18/2017 22:54:36,02/18/2017 23:00:04,Rescue or EMS standby,A Shift,Fargo Station 5,
810 7 ST N,02/18/2017 23:43:17,801,02/18/2017 23:53:47,02/18/2017 23:44:30,02/18/2017 23:45:26,02/18/2017 23:49:11,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
619 21 ST S,02/19/2017 00:05:28,804,02/19/2017 00:35:36,02/19/2017 00:07:31,02/19/2017 00:08:44,02/19/2017 00:12:55,"Medical assist, assist EMS crew",A Shift,Fargo Station 4,
1858 34 ST S,02/19/2017 00:27:39,805,02/19/2017 00:43:57,02/19/2017 00:28:22,02/19/2017 00:29:23,02/19/2017 00:33:51,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
1670 EAST GATEWAY CIR S,02/19/2017 05:52:09,804,02/19/2017 06:02:44,02/19/2017 05:53:26,02/19/2017 05:54:25,02/19/2017 05:58:38,EMS Cancelled on Arrival,A Shift,Fargo Station 4,
101 2 ST S,02/19/2017 07:56:38,801,02/19/2017 08:23:46,02/19/2017 07:58:35,02/19/2017 07:58:56,02/19/2017 08:01:44,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
350 26 AVE N,02/19/2017 09:48:34,803,02/19/2017 10:03:52,02/19/2017 09:50:19,02/19/2017 09:50:51,02/19/2017 09:52:56,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
 1 AVE N /  4 ST N,02/19/2017 10:12:34,801,02/19/2017 10:23:27,02/19/2017 10:13:08,02/19/2017 10:13:35,02/19/2017 10:18:03,No incident found on arrival at,C Shift,Fargo Station 1,
1010 17 ST S,02/19/2017 13:37:55,804,02/19/2017 13:48:02,02/19/2017 13:41:51,02/19/2017 13:42:48,02/19/2017 13:47:06,EMS Cancelled on Arrival,C Shift,Fargo Station 4,
1441 8 ST S,02/19/2017 13:58:13,BATT1,02/19/2017 15:09:58,02/19/2017 13:58:44,02/19/2017 14:00:24,02/19/2017 14:00:44,Building fire,C Shift,Fargo Station 1,
1441 8 ST S,02/19/2017 13:58:13,TRUCK1,02/19/2017 14:09:18,02/19/2017 13:58:44,02/19/2017 14:00:04,02/19/2017 14:00:44,Building fire,C Shift,Fargo Station 1,
1441 8 ST S,02/19/2017 13:58:13,805,02/19/2017 14:09:21,02/19/2017 13:58:44,02/19/2017 14:01:00,02/19/2017 14:00:44,Building fire,C Shift,Fargo Station 1,
1441 8 ST S,02/19/2017 13:58:13,804,02/19/2017 14:09:18,02/19/2017 13:58:44,02/19/2017 13:59:57,02/19/2017 14:00:44,Building fire,C Shift,Fargo Station 1,
1441 8 ST S,02/19/2017 13:58:13,802,02/19/2017 14:38:17,02/19/2017 13:58:44,02/19/2017 13:59:40,02/19/2017 14:00:44,Building fire,C Shift,Fargo Station 1,
1441 8 ST S,02/19/2017 13:58:13,801,02/19/2017 15:10:11,02/19/2017 13:58:44,02/19/2017 13:59:04,02/19/2017 14:00:44,Building fire,C Shift,Fargo Station 1,
400 BROADWAY N,02/19/2017 14:26:05,804,02/19/2017 14:29:26,02/19/2017 14:27:29,02/19/2017 14:28:05,,Emergency Medical cancelled en r,C Shift,Fargo Station 1,
1820 40 ST S,02/19/2017 14:58:03,805,02/19/2017 15:19:29,02/19/2017 15:00:30,02/19/2017 15:01:16,02/19/2017 15:05:59,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
1201 2 AVE N,02/19/2017 15:13:08,801,02/19/2017 15:21:26,02/19/2017 15:13:54,02/19/2017 15:14:08,02/19/2017 15:21:07,Welfare Check,C Shift,Fargo Station 1,
1401 OAK MANOR AVE S,02/19/2017 15:17:31,802,02/19/2017 15:34:22,02/19/2017 15:19:32,02/19/2017 15:19:39,02/19/2017 15:22:47,"EMS call, excluding vehicle acci",C Shift,Fargo Station 2,
2300 6 AVE S,02/19/2017 19:29:10,804,02/19/2017 19:52:01,02/19/2017 19:30:43,02/19/2017 19:31:43,02/19/2017 19:34:37,"EMS call, excluding vehicle acci",C Shift,Fargo Station 4,
 14 ST S /  MAIN AVE,02/19/2017 21:07:25,801,02/19/2017 21:15:15,02/19/2017 21:08:55,02/19/2017 21:09:16,02/19/2017 21:11:45,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
 19 AVE N /  UNIVERSITY DR N,02/19/2017 21:40:40,BATT1,02/19/2017 21:45:22,02/19/2017 21:41:22,02/19/2017 21:42:27,,Motor vehicle accident with inju,C Shift,Fargo Station 3,
 19 AVE N /  UNIVERSITY DR N,02/19/2017 21:40:40,TRUCK1,02/19/2017 21:45:15,02/19/2017 21:41:22,02/19/2017 21:42:20,,Motor vehicle accident with inju,C Shift,Fargo Station 3,
 19 AVE N /  UNIVERSITY DR N,02/19/2017 21:40:40,803,02/19/2017 21:50:03,02/19/2017 21:41:22,02/19/2017 21:42:25,,Motor vehicle accident with inju,C Shift,Fargo Station 3,
 19 AVE N /  UNIVERSITY DR N,02/19/2017 21:40:40,801,02/19/2017 21:45:14,02/19/2017 21:41:22,02/19/2017 21:41:43,,Motor vehicle accident with inju,C Shift,Fargo Station 3,
371 PRAIRIEWOOD CIR S,02/19/2017 21:42:36,BATT2,02/19/2017 22:34:34,02/19/2017 21:43:23,02/19/2017 21:45:00,02/19/2017 21:49:14,Motor vehicle accident with no i,C Shift,Fargo Station 5,
371 PRAIRIEWOOD CIR S,02/19/2017 21:42:36,TRUCK2,02/19/2017 22:07:41,02/19/2017 21:43:23,02/19/2017 21:44:10,02/19/2017 21:49:14,Motor vehicle accident with no i,C Shift,Fargo Station 5,
371 PRAIRIEWOOD CIR S,02/19/2017 21:42:36,805,02/19/2017 22:06:08,02/19/2017 21:43:23,02/19/2017 21:44:38,02/19/2017 21:49:14,Motor vehicle accident with no i,C Shift,Fargo Station 5,
371 PRAIRIEWOOD CIR S,02/19/2017 21:42:36,802,02/19/2017 22:35:49,02/19/2017 21:43:23,02/19/2017 21:44:24,02/19/2017 21:49:14,Motor vehicle accident with no i,C Shift,Fargo Station 5,
1202 36 ST S,02/19/2017 23:56:54,805,02/20/2017 00:06:38,02/19/2017 23:57:56,02/19/2017 23:58:43,02/20/2017 00:01:31,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
4574 44 AVE S,02/20/2017 00:25:18,807,02/20/2017 00:44:31,02/20/2017 00:26:33,02/20/2017 00:27:31,02/20/2017 00:30:27,"EMS call, excluding vehicle acci",C Shift,Fargo Station 7,
101 2 ST S,02/20/2017 05:17:41,801,02/20/2017 05:34:33,02/20/2017 05:20:07,02/20/2017 05:21:25,02/20/2017 05:24:38,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
401 6 AVE N,02/20/2017 06:56:09,801,02/20/2017 07:15:05,02/20/2017 07:01:06,02/20/2017 07:01:29,02/20/2017 07:05:24,EMS Cancelled on Arrival,C Shift,Fargo Station 1,
1322 GATEWAY DR S,02/20/2017 08:15:46,805,02/20/2017 08:22:00,02/20/2017 08:16:46,02/20/2017 08:17:30,02/20/2017 08:21:34,EMS Cancelled on Arrival,B Shift,Fargo Station 4,
802 7 ST S,02/20/2017 08:29:49,801,02/20/2017 08:38:14,02/20/2017 08:31:02,02/20/2017 08:31:57,02/20/2017 08:35:41,EMS Cancelled on Arrival,B Shift,Fargo Station 1,
639 COUNTRYSIDE TRAILER CT S,02/20/2017 09:23:23,804,02/20/2017 09:40:38,02/20/2017 09:24:27,02/20/2017 09:25:23,02/20/2017 09:28:51,"EMS call, excluding vehicle acci",B Shift,Fargo Station 4,
